#depth variance  VR       nsta
 25  1.061e-09  2.126e+00   4
#mxx        mxy        mxz        myy        myz        mzz
 3.136e+22  3.435e+22  2.424e+22  2.111e+23 -6.499e+22  2.034e+23
#st1 rk1 dp1 st2 rk2 dp2
 43  42  71 297 155  51
#pdc pclvd piso
 41   5  54

#filename
TD002.data
#dt   npts  dist   Az   Zcor VR
1.000  180 206.0 123.0   68  1.406e+00
#data T          R          Z    synth T          R          Z
-2.283e-05 -1.260e-05 -7.202e-06  5.700e-07 -1.606e-08 -8.006e-06
-1.171e-04 -5.432e-06 -9.365e-06 -4.135e-06 -4.572e-07 -7.890e-06
-2.055e-04  1.850e-05 -1.151e-05 -8.171e-06 -8.692e-07 -7.571e-06
-2.628e-04  4.752e-05 -1.249e-05 -1.080e-05 -1.210e-06 -7.061e-06
-2.615e-04  7.182e-05 -7.730e-06 -1.175e-05 -1.450e-06 -6.395e-06
-2.014e-04  8.056e-05  3.995e-06 -1.133e-05 -1.598e-06 -5.585e-06
-9.484e-05  7.274e-05  2.417e-05 -1.021e-05 -1.656e-06 -4.651e-06
 2.598e-05  4.745e-05  5.262e-05 -9.160e-06 -1.623e-06 -3.646e-06
 1.189e-04  4.222e-07  8.221e-05 -8.719e-06 -1.498e-06 -2.607e-06
 1.550e-04 -6.372e-05  1.054e-04 -8.957e-06 -1.237e-06 -1.520e-06
 1.209e-04 -1.289e-04  1.156e-04 -9.460e-06 -7.951e-07 -3.606e-07
 4.031e-05 -1.676e-04  1.070e-04 -9.507e-06 -2.267e-07  8.702e-07
-4.815e-05 -1.610e-04  7.782e-05 -8.366e-06  3.563e-07  2.132e-06
-1.001e-04 -1.078e-04  2.877e-05 -5.602e-06  8.825e-07  3.342e-06
-9.087e-05 -2.876e-05 -3.244e-05 -1.271e-06  1.315e-06  4.402e-06
-3.142e-05  4.798e-05 -9.000e-05  4.056e-06  1.645e-06  5.246e-06
 4.043e-05  9.746e-05 -1.224e-04  9.444e-06  1.905e-06  5.833e-06
 7.686e-05  1.034e-04 -1.156e-04  1.386e-05  2.094e-06  6.115e-06
 5.865e-05  7.059e-05 -7.400e-05  1.648e-05  2.140e-06  6.079e-06
 7.796e-07  1.943e-05 -2.018e-05  1.697e-05  2.002e-06  5.805e-06
-5.331e-05 -1.729e-05  1.951e-05  1.553e-05  1.699e-06  5.391e-06
-6.827e-05 -2.044e-05  3.332e-05  1.276e-05  1.241e-06  4.864e-06
-3.230e-05  2.247e-06  2.683e-05  9.462e-06  6.051e-07  4.198e-06
 3.173e-05  2.031e-05  1.351e-05  6.301e-06 -2.220e-07  3.379e-06
 8.407e-05  1.591e-05  3.599e-06  3.617e-06 -1.216e-06  2.460e-06
 8.794e-05 -4.467e-06  1.764e-06  1.334e-06 -2.287e-06  1.606e-06
 3.885e-05 -1.826e-05  6.992e-06 -8.946e-07 -3.290e-06  1.029e-06
-2.783e-05 -1.678e-05  1.471e-05 -3.390e-06 -4.105e-06  8.411e-07
-6.113e-05 -6.901e-06  1.754e-05 -6.194e-06 -4.701e-06  1.001e-06
-3.954e-05  1.494e-06  1.122e-05 -8.962e-06 -5.089e-06  1.400e-06
 1.598e-05  6.413e-06  4.746e-07 -1.104e-05 -5.218e-06  1.948e-06
 5.773e-05  6.205e-06 -5.495e-06 -1.164e-05 -4.947e-06  2.563e-06
 5.657e-05  2.530e-06 -5.232e-06 -1.021e-05 -4.163e-06  3.141e-06
 1.844e-05 -1.938e-06 -4.035e-06 -6.616e-06 -2.906e-06  3.547e-06
-1.825e-05 -6.755e-07 -4.033e-06 -1.378e-06 -1.378e-06  3.659e-06
-2.073e-05  2.641e-06 -1.562e-06  4.500e-06  1.496e-07  3.440e-06
 1.463e-05  4.150e-06  3.918e-06  9.781e-06  1.468e-06  2.966e-06
 5.440e-05  5.310e-06  4.822e-06  1.334e-05  2.506e-06  2.339e-06
 6.041e-05  1.109e-05 -3.919e-06  1.449e-05  3.253e-06  1.620e-06
 2.514e-05  1.735e-05 -1.497e-05  1.316e-05  3.652e-06  8.940e-07
-1.576e-05  1.288e-05 -1.819e-05  9.876e-06  3.663e-06  3.359e-07
-2.665e-05  2.243e-08 -1.192e-05  5.479e-06  3.384e-06  1.727e-07
-5.349e-06 -5.999e-06 -2.844e-06  8.053e-07  3.084e-06  5.677e-07
 1.964e-05 -1.605e-06  1.684e-06 -3.598e-06  3.108e-06  1.468e-06
 1.819e-05  4.542e-06 -1.229e-06 -7.508e-06  3.689e-06  2.561e-06
-1.170e-05  1.012e-05 -8.447e-06 -1.090e-05  4.834e-06  3.414e-06
-4.273e-05  1.817e-05 -1.228e-05 -1.373e-05  6.382e-06  3.634e-06
-4.341e-05  2.401e-05 -9.991e-06 -1.579e-05  8.113e-06  2.948e-06
-1.538e-05  1.979e-05 -6.039e-06 -1.663e-05  9.770e-06  1.225e-06
 1.002e-05  1.031e-05 -4.617e-06 -1.567e-05  1.098e-05 -1.553e-06
 8.218e-06  3.883e-08 -1.667e-06 -1.253e-05  1.120e-05 -5.234e-06
-1.564e-05 -4.392e-06  2.943e-06 -7.302e-06  9.894e-06 -9.372e-06
-3.372e-05  1.519e-06  8.471e-07 -6.979e-07  6.795e-06 -1.324e-05
-2.624e-05  6.749e-06 -5.100e-06  6.050e-06  2.101e-06 -1.600e-05
-4.737e-06 -1.604e-06 -8.187e-06  1.155e-05 -3.570e-06 -1.693e-05
