       3
(7e14.5)
     0.0000e+00     0.0000e+00      0  0  0.00
     700   1.00000  0.0000e+00
   7.69455e-06   1.58816e-05   1.94665e-05   1.70758e-05   1.09384e-05   5.33920e-06   2.79110e-06
   1.81764e-06  -6.41541e-07  -4.83450e-06  -7.44019e-06  -5.40939e-06   4.03787e-07   5.68983e-06
   7.03372e-06   5.43363e-06   4.04769e-06   3.85682e-06   3.65944e-06   2.88491e-06   2.07788e-06
   1.18214e-06  -4.64950e-07  -3.24097e-06  -6.95624e-06  -9.90982e-06  -9.38561e-06  -4.02444e-06
   4.72431e-06   1.31949e-05   1.73973e-05   1.55887e-05   9.14193e-06   1.10896e-06  -5.30169e-06
  -7.89793e-06  -6.45337e-06  -2.29356e-06   2.53853e-06   5.72583e-06   5.05885e-06  -4.28421e-07
  -8.50587e-06  -1.43118e-05  -1.42871e-05  -9.11815e-06  -3.19877e-06  -1.31078e-06  -4.51811e-06
  -9.08787e-06  -1.01253e-05  -5.89664e-06   1.02162e-06   5.84531e-06   5.52801e-06   7.79592e-07
  -5.29684e-06  -9.19095e-06  -8.33877e-06  -2.25174e-06   6.47625e-06   1.30553e-05   1.42082e-05
   1.09213e-05   6.99247e-06   5.83859e-06   8.10469e-06   1.10922e-05   1.08595e-05   5.50300e-06
  -2.75314e-06  -8.30380e-06  -6.28377e-06   2.88995e-06   1.35528e-05   1.90956e-05   1.68046e-05
   8.88754e-06  -6.79757e-07  -8.57829e-06  -1.23590e-05  -1.08152e-05  -5.23866e-06   5.18850e-08
   1.82185e-07  -5.34560e-06  -1.10163e-05  -1.04331e-05  -3.05935e-06   5.17066e-06   7.24273e-06
   8.31291e-07  -1.03016e-05  -1.92319e-05  -2.12139e-05  -1.77644e-05  -1.43704e-05  -1.36746e-05
  -1.35261e-05  -1.13954e-05  -7.40306e-06  -3.79238e-06  -2.06764e-06  -1.19264e-06   9.13527e-07
   5.25334e-06   9.98777e-06   1.19367e-05   1.01249e-05   6.74792e-06   4.98797e-06   6.05682e-06
   9.20103e-06   1.34049e-05   1.76657e-05   2.12282e-05   2.33166e-05   2.18037e-05   1.49328e-05
   5.22421e-06  -1.01208e-06   8.48523e-07   8.96014e-06   1.65184e-05   1.81331e-05   1.31863e-05
   3.75816e-06  -7.38055e-06  -1.67265e-05  -2.07496e-05  -1.76532e-05  -8.82611e-06   4.99752e-07
   3.87272e-06  -1.90053e-06  -1.38800e-05  -2.38581e-05  -2.47361e-05  -1.73677e-05  -9.54414e-06
  -8.35264e-06  -1.39669e-05  -1.95157e-05  -1.73555e-05  -6.89984e-06   3.94069e-06   6.62553e-06
   1.45345e-06  -2.58054e-06   1.93332e-06   1.23948e-05   1.98891e-05   1.93406e-05   1.36524e-05
   9.11469e-06   8.84608e-06   1.06281e-05   1.05181e-05   7.84875e-06   5.20398e-06   3.61919e-06
   2.79107e-08  -9.19972e-06  -2.18060e-05  -3.00939e-05  -2.79962e-05  -1.64333e-05  -2.38654e-06
