#depth variance  VR       nsta
 30  7.311e-10  3.054e+01   4
#mxx        mxy        mxz        myy        myz        mzz
 4.377e+20 -7.541e+21  5.337e+20 -1.059e+21  1.984e+21 -1.632e+21
#st1 rk1 dp1 st2 rk2 dp2
  4 -165  84 272  -7  75
#pdc pclvd piso
 80  11   9

#filename
TD002.data
#dt   npts  dist   Az   Zcor VR
1.000  180 206.0 123.0   68  5.296e+01
#data T          R          Z    synth T          R          Z
-1.482e-05 -4.027e-05 -6.023e-06  3.682e-07 -1.356e-07  2.358e-07
-1.166e-05 -5.354e-05 -8.094e-06  3.979e-07 -1.421e-07  2.353e-07
-2.874e-06 -6.620e-05 -1.265e-05  4.146e-07 -1.455e-07  2.268e-07
 7.493e-06 -7.721e-05 -1.577e-05  4.119e-07 -1.458e-07  2.121e-07
 1.357e-05 -8.451e-05 -1.556e-05  3.855e-07 -1.430e-07  1.928e-07
 1.192e-05 -8.633e-05 -1.291e-05  3.366e-07 -1.367e-07  1.699e-07
 4.384e-06 -8.302e-05 -9.783e-06  2.717e-07 -1.259e-07  1.436e-07
-3.549e-06 -7.693e-05 -7.660e-06  2.003e-07 -1.100e-07  1.146e-07
-6.910e-06 -7.039e-05 -7.066e-06  1.306e-07 -8.874e-08  8.350e-08
-4.638e-06 -6.461e-05 -7.762e-06  6.746e-08 -6.366e-08  5.071e-08
 5.719e-07 -5.978e-05 -8.760e-06  1.106e-08 -3.707e-08  1.574e-08
 4.829e-06 -5.554e-05 -8.510e-06 -4.192e-08 -1.126e-08 -2.217e-08
 5.846e-06 -5.074e-05 -5.579e-06 -9.722e-08  1.247e-08 -6.302e-08
 4.173e-06 -4.317e-05  2.854e-07 -1.610e-07  3.412e-08 -1.055e-07
 2.095e-06 -3.036e-05  7.443e-06 -2.371e-07  5.452e-08 -1.475e-07
 1.631e-06 -1.208e-05  1.285e-05 -3.252e-07  7.477e-08 -1.871e-07
 3.247e-06  7.304e-06  1.390e-05 -4.199e-07  9.584e-08 -2.233e-07
 5.858e-06  2.107e-05  1.042e-05 -5.128e-07  1.182e-07 -2.553e-07
 7.941e-06  2.610e-05  4.923e-06 -5.958e-07  1.417e-07 -2.827e-07
 8.901e-06  2.625e-05  1.027e-06 -6.642e-07  1.654e-07 -3.045e-07
 8.924e-06  2.888e-05  8.797e-07 -7.172e-07  1.884e-07 -3.201e-07
 7.855e-06  3.840e-05  3.788e-06 -7.564e-07  2.091e-07 -3.285e-07
 5.316e-06  5.351e-05  7.324e-06 -7.825e-07  2.262e-07 -3.290e-07
 1.852e-06  6.913e-05  9.565e-06 -7.933e-07  2.382e-07 -3.217e-07
-9.848e-07  7.977e-05  1.030e-05 -7.821e-07  2.437e-07 -3.085e-07
-1.973e-06  8.220e-05  1.035e-05 -7.395e-07  2.430e-07 -2.928e-07
-7.419e-07  7.710e-05  1.038e-05 -6.553e-07  2.377e-07 -2.785e-07
 2.684e-06  6.890e-05  1.042e-05 -5.220e-07  2.306e-07 -2.685e-07
 7.429e-06  6.318e-05  1.028e-05 -3.382e-07  2.247e-07 -2.631e-07
 1.113e-05  6.297e-05  1.013e-05 -1.140e-07  2.219e-07 -2.591e-07
 1.106e-05  6.726e-05  1.072e-05  1.256e-07  2.233e-07 -2.498e-07
 6.508e-06  7.222e-05  1.242e-05  3.435e-07  2.288e-07 -2.263e-07
-5.041e-07  7.358e-05  1.449e-05  5.014e-07  2.369e-07 -1.802e-07
-6.791e-06  6.868e-05  1.532e-05  5.743e-07  2.441e-07 -1.072e-07
-1.021e-05  5.730e-05  1.373e-05  5.597e-07  2.460e-07 -9.852e-09
-1.095e-05  4.096e-05  9.836e-06  4.781e-07  2.380e-07  1.023e-07
-1.065e-05  2.172e-05  5.034e-06  3.665e-07  2.174e-07  2.150e-07
-1.038e-05  2.097e-06  1.164e-06  2.677e-07  1.841e-07  3.137e-07
-9.999e-06 -1.490e-05 -7.562e-07  2.206e-07  1.416e-07  3.867e-07
-9.118e-06 -2.720e-05 -7.821e-07  2.510e-07  9.648e-08  4.275e-07
-8.112e-06 -3.548e-05  1.008e-07  3.662e-07  5.653e-08  4.354e-07
-7.446e-06 -4.280e-05 -1.014e-07  5.519e-07  2.796e-08  4.151e-07
-6.350e-06 -5.123e-05 -3.604e-06  7.751e-07  1.296e-08  3.749e-07
-3.384e-06 -5.970e-05 -1.040e-05  9.927e-07  9.012e-09  3.234e-07
 9.567e-07 -6.565e-05 -1.704e-05  1.165e-06  1.050e-08  2.680e-07
 3.241e-06 -6.787e-05 -1.928e-05  1.268e-06  1.132e-08  2.132e-07
 2.867e-07 -6.734e-05 -1.612e-05  1.299e-06  6.816e-09  1.605e-07
-6.930e-06 -6.496e-05 -1.071e-05  1.267e-06 -6.055e-09  1.088e-07
-1.341e-05 -5.985e-05 -7.408e-06  1.187e-06 -2.969e-08  5.477e-08
-1.439e-05 -5.089e-05 -8.296e-06  1.068e-06 -6.638e-08 -5.995e-09
-9.453e-06 -3.959e-05 -1.258e-05  9.092e-07 -1.180e-07 -7.661e-08
-2.373e-06 -2.983e-05 -1.790e-05  7.061e-07 -1.855e-07 -1.575e-07
 2.344e-06 -2.443e-05 -2.159e-05  4.540e-07 -2.684e-07 -2.465e-07
 2.806e-06 -2.274e-05 -2.191e-05  1.544e-07 -3.646e-07 -3.396e-07
 4.915e-07 -2.207e-05 -1.917e-05 -1.829e-07 -4.703e-07 -4.326e-07
-1.163e-06 -2.082e-05 -1.590e-05 -5.424e-07 -5.797e-07 -5.202e-07
 5.901e-07 -1.910e-05 -1.492e-05 -9.075e-07 -6.856e-07 -5.966e-07
 5.411e-06 -1.691e-05 -1.652e-05 -1.266e-06 -7.798e-07 -6.549e-07
 9.874e-06 -1.332e-05 -1.785e-05 -1.610e-06 -8.542e-07 -6.889e-07
 1.038e-05 -7.439e-06 -1.563e-05 -1.940e-06 -9.038e-07 -6.958e-07
 6.336e-06  1.387e-07 -9.605e-06 -2.262e-06 -9.313e-07 -6.785e-07
 6.637e-07  7.597e-06 -2.831e-06 -2.578e-06 -9.519e-07 -6.482e-07
-2.412e-06  1.349e-05  1.266e-06 -2.890e-06 -9.967e-07 -6.230e-07
-6.352e-07  1.751e-05  1.928e-06 -3.198e-06 -1.110e-06 -6.240e-07
 3.991e-06  1.966e-05  1.274e-06 -3.500e-06 -1.342e-06 -6.671e-07
 7.040e-06  1.985e-05  2.540e-06 -3.797e-06 -1.730e-06 -7.517e-07
 6.110e-06  1.878e-05  7.760e-06 -4.087e-06 -2.278e-06 -8.491e-07
 2.896e-06  1.818e-05  1.679e-05 -4.361e-06 -2.919e-06 -8.911e-07
 8.296e-07  1.970e-05  2.767e-05 -4.592e-06 -3.497e-06 -7.684e-07
 1.462e-06  2.323e-05  3.698e-05 -4.729e-06 -3.752e-06 -3.435e-07
 3.638e-06  2.660e-05  4.083e-05 -4.695e-06 -3.357e-06  5.116e-07
 5.899e-06  2.798e-05  3.789e-05 -4.397e-06 -1.994e-06  1.854e-06
 7.586e-06  2.698e-05  3.074e-05 -3.747e-06  5.006e-07  3.591e-06
 7.419e-06  2.321e-05  2.203e-05 -2.686e-06  3.997e-06  5.453e-06
 4.364e-06  1.850e-05  1.494e-05 -1.212e-06  8.056e-06  7.070e-06
-1.375e-06  1.377e-05  1.157e-05  6.248e-07  1.196e-05  8.002e-06
-7.801e-06  8.775e-06  1.149e-05  2.728e-06  1.466e-05  7.717e-06
-1.180e-05  3.181e-06  1.193e-05  4.938e-06  1.498e-05  5.868e-06
-1.089e-05 -2.188e-06  9.925e-06  7.042e-06  1.230e-05  2.717e-06
-5.086e-06 -5.526e-06  5.206e-06  8.823e-06  6.963e-06 -9.744e-07
 2.902e-06 -5.176e-06 -1.875e-07  1.013e-05  8.810e-08 -4.304e-06
 1.015e-05 -4.827e-07 -3.046e-06  1.090e-05 -6.729e-06 -6.406e-06
 1.405e-05  6.493e-06 -1.577e-06  1.121e-05 -1.176e-05 -6.689e-06
 1.388e-05  1.238e-05  2.231e-06  1.122e-05 -1.377e-05 -5.129e-06
 1.131e-05  1.325e-05  4.591e-06  1.112e-05 -1.254e-05 -2.354e-06
 9.696e-06  7.367e-06  2.890e-06  1.110e-05 -9.001e-06  5.364e-07
 1.191e-05 -2.020e-06 -2.144e-06  1.132e-05 -4.826e-06  2.422e-06
 1.808e-05 -8.801e-06 -7.756e-06  1.192e-05 -1.737e-06  2.693e-06
 2.569e-05 -7.868e-06 -1.146e-05  1.305e-05 -6.286e-07  1.480e-06
 3.083e-05  9.198e-07 -1.143e-05  1.490e-05 -1.093e-06 -5.124e-07
 3.135e-05  1.386e-05 -8.884e-06  1.759e-05 -1.788e-06 -2.470e-06
 2.852e-05  2.489e-05 -7.496e-06  2.100e-05 -1.453e-06 -3.907e-06
 2.515e-05  2.864e-05 -1.197e-05  2.447e-05  1.629e-07 -4.774e-06
 2.272e-05  2.322e-05 -2.335e-05  2.667e-05  2.194e-06 -5.158e-06
 2.009e-05  1.076e-05 -3.698e-05  2.561e-05  3.416e-06 -4.925e-06
 1.351e-05 -3.208e-06 -4.487e-05  1.909e-05  3.195e-06 -3.711e-06
-1.820e-06 -1.213e-05 -4.195e-05  5.456e-06  1.868e-06 -1.390e-06
-2.834e-05 -1.187e-05 -3.027e-05 -1.545e-05  3.690e-07  1.351e-06
-6.391e-05 -3.803e-06 -1.799e-05 -4.178e-05 -4.207e-07  2.965e-06
-1.010e-04  7.985e-06 -1.284e-05 -7.020e-05 -1.858e-07  1.844e-06
-1.286e-04  2.037e-05 -1.481e-05 -9.657e-05  7.239e-07 -2.341e-06
-1.404e-04  2.916e-05 -1.643e-05 -1.168e-04  1.731e-06 -7.825e-06
-1.329e-04  3.502e-05 -1.512e-05 -1.275e-04  2.477e-06 -1.150e-05
-1.147e-04  4.140e-05 -9.463e-06 -1.252e-04  2.786e-06 -1.116e-05
