       3
(7e14.5)
     0.0000e+00     0.0000e+00      0  0  0.00
     300   1.00000  0.0000e+00
   4.41528e-06   1.03689e-05   6.19538e-06  -2.84346e-06  -6.23051e-06   1.03119e-06   1.38475e-05
   2.36719e-05   2.39369e-05   2.01848e-05   3.14458e-05   7.07009e-05   1.38567e-04   2.04263e-04
   1.27460e-04  -1.90388e-04  -5.55015e-04  -8.90550e-04  -6.19055e-04   6.70192e-05   1.06735e-03
   1.54552e-03   1.25866e-03   9.62387e-05  -7.32785e-04  -6.86744e-04  -3.28831e-04  -5.16393e-04
  -7.37022e-04  -4.27669e-04  -2.37654e-05   1.27636e-04   1.54724e-04   1.98901e-04   1.87476e-04
   1.28289e-04   1.13691e-04   5.92227e-05   3.56720e-05   2.83548e-05   1.57497e-05   3.45195e-06
   6.76096e-07   8.39266e-06  -1.22185e-05  -2.56661e-05  -1.62361e-05  -1.49093e-05  -2.23771e-05
  -5.21381e-05  -4.77165e-05  -6.25321e-06   4.22903e-05   5.22123e-05   2.21487e-05   1.77096e-05
   4.96891e-05   6.22489e-05   4.49281e-05   1.68870e-05  -3.69050e-06  -1.03320e-05  -1.86487e-05
  -1.72448e-05  -2.43361e-05  -4.09886e-05  -4.87837e-05  -3.59569e-05  -1.44234e-06   1.97305e-05
   4.41922e-05   5.07929e-05   4.43723e-05   2.11075e-05   8.58041e-07  -5.44955e-06   4.02998e-06
   4.46367e-07  -9.52708e-06  -1.90077e-05  -1.60551e-05  -1.84033e-05  -1.68479e-05  -2.26299e-05
  -3.95859e-05  -4.43462e-05  -2.35797e-05   1.13558e-06   5.21373e-06  -4.74359e-06  -5.02581e-06
   8.04276e-06   8.31863e-06   1.89301e-06   2.37838e-05   4.18047e-05   2.07364e-05  -2.28340e-06
  -4.22723e-06   1.86284e-05   2.41014e-05   7.65294e-06  -1.75689e-05  -3.29421e-05  -2.67691e-05
  -1.98935e-05  -1.71909e-06   1.62205e-05   3.31625e-05   3.88581e-05   2.68067e-05   2.10665e-05
   1.58918e-06  -1.25727e-05  -2.03893e-05  -2.14750e-05  -2.04603e-05  -8.45774e-06  -8.42551e-06
  -7.69145e-06   1.13686e-05   3.29822e-05   1.68514e-05  -1.20508e-05  -1.96875e-05  -2.09812e-05
  -2.27165e-05  -1.95343e-05  -1.87021e-05  -2.17253e-05  -1.43113e-05  -6.33056e-06  -2.55839e-06
  -8.79788e-07   1.29852e-06   1.21243e-05   2.50702e-05   3.26001e-05   2.52130e-05   4.54541e-06
  -2.06033e-05  -1.84257e-05   5.34608e-06   2.40980e-05   3.07764e-05   2.25201e-05   1.11489e-05
   1.06668e-06  -6.41252e-06   8.81912e-06   2.24932e-05   1.07243e-05  -9.42505e-06  -1.00672e-05
   3.52908e-06  -3.17629e-06  -1.98519e-05  -2.78131e-05  -2.48777e-05  -5.53149e-06   8.07531e-06
   1.17742e-06  -4.88100e-06  -6.43936e-06  -9.73591e-06  -1.11361e-06   1.43388e-05   1.81696e-05
   8.89034e-06  -1.04178e-06  -2.78339e-06   5.56944e-06   1.68625e-05   1.55060e-05   6.92897e-06
  -2.68552e-06  -1.31903e-05  -1.21134e-05  -5.29060e-06  -1.45990e-05  -2.81137e-05  -2.78911e-05
  -1.27070e-05   7.97172e-08   1.29213e-05   2.24980e-05   2.21318e-05   7.05743e-06  -1.38154e-05
  -2.30463e-05  -1.62125e-05  -8.41078e-08   1.81254e-05   2.46433e-05   1.56102e-05  -2.17865e-06
  -2.16045e-05  -2.75046e-05  -7.47189e-06   2.30577e-05   3.80291e-05   3.53021e-05   2.35868e-05
   6.18385e-06  -1.25698e-05  -2.28155e-05  -1.69798e-05  -3.95365e-06   5.33291e-06   3.92271e-06
  -1.30605e-05  -3.95204e-05  -4.78738e-05  -2.16155e-05   1.35728e-05   2.24338e-05   6.00437e-06
  -1.72552e-05  -1.98874e-05   3.80878e-06   2.81884e-05   3.32171e-05   1.88641e-05  -4.11887e-07
  -1.01656e-05  -7.08518e-06   7.39362e-06   2.47044e-05   2.83487e-05   1.57835e-05  -5.56416e-06
  -1.93285e-05  -1.55833e-05  -2.25101e-06   6.71556e-07  -2.28046e-07   7.44462e-06   2.05015e-05
   2.67591e-05   2.61828e-05   2.19332e-05   1.74343e-05   9.02467e-06  -4.95820e-06  -2.11544e-05
  -3.34593e-05  -3.38355e-05  -2.60194e-05  -2.18701e-05  -2.18472e-05  -1.61257e-05  -1.55336e-05
  -1.73583e-05  -7.52027e-06   1.18708e-05   2.07901e-05   9.39671e-06  -8.21339e-06  -1.57737e-05
  -1.64564e-05  -1.22162e-05  -1.27559e-06   9.61298e-06   1.45774e-05   1.41596e-05   8.29990e-06
   3.76321e-06   1.90053e-06  -1.02898e-06  -7.03813e-06  -4.93545e-06   6.47756e-06   1.48546e-05
   1.18757e-05   4.68518e-06   4.70906e-06   1.05821e-05   1.43580e-05   1.19171e-05   7.05510e-06
   4.83864e-06   6.26762e-06   6.12363e-06   4.85229e-06   5.07254e-06   7.33187e-06   6.37490e-06
  -4.61246e-06  -1.61008e-05  -1.87976e-05  -1.69376e-05  -1.83059e-05  -1.94450e-05  -1.56827e-05
  -6.74492e-06   4.66159e-06   1.66040e-05   2.23279e-05   2.03403e-05   1.38994e-05
     0.0000e+00     0.0000e+00      0  0  0.00
     300   1.00000  0.0000e+00
  -1.39148e-05   1.71388e-06   2.09057e-05   2.85310e-05   2.05025e-05   7.17951e-06   7.26056e-07
   4.27035e-06   1.27811e-05   1.90782e-05   2.18631e-05   2.95251e-05   4.05049e-05   4.23147e-05
